SYMBOL, SERIES, DATE, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
STCINDIA, EQ, 12-Feb-2021,77,78,81,76.85,78.2,78.35,79.11,48930,38.71,649,22129,45.23
STEELCITY, EQ, 12-Feb-2021,36.85,36.3,37,36.25,37,36.6,36.47,9028,3.29,111,8154,90.32
STEELXIND, EQ, 12-Feb-2021,52.95,53,54.65,52.1,53,52.75,53.19,85998,45.74,496,52687,61.27
STEL, BE, 12-Feb-2021,83.4,83.4,85.1,81.25,83.65,84.9,83.6,13851,11.58,98, -, -
STERTOOLS, EQ, 12-Feb-2021,217.1,220,222,205.45,207.95,207.35,213.1,57168,121.82,1665,28383,49.65
STLTECH, EQ, 12-Feb-2021,178.45,178.75,180.5,172.8,174.9,174.65,176.32,632641,1115.46,11962,297208,46.98
STOVEKRAFT, EQ, 12-Feb-2021,484,488.9,545.45,484,508,506.5,519.58,2172685,11288.86,54757,375475,17.28
SUBCAPCITY, BE, 12-Feb-2021,21,20,20,19.95,19.95,19.95,19.96,173,0.03,8, -, -
SUBEXLTD, EQ, 12-Feb-2021,29.4,29.6,31.3,29.4,29.9,29.95,30.26,15109111,4571.94,30104,6546487,43.33
SUBROS, EQ, 12-Feb-2021,320.15,320.75,323.9,317.85,319,319.4,319.99,43566,139.4,1439,27891,64.02
SUDARSCHEM, EQ, 12-Feb-2021,508.9,506.1,514,503.5,510,510.2,507.89,60905,309.33,2627,29406,48.28
SUMICHEM, EQ, 12-Feb-2021,306.9,307.3,310.05,306,308.8,308,308.13,189728,584.61,3722,85153,44.88
SUMIT, EQ, 12-Feb-2021,9.05,9.35,9.4,8.9,9.25,9.25,9.17,9055,0.83,51,5462,60.32
SUMMITSEC, EQ, 12-Feb-2021,602.2,605.2,615,600.8,609.9,607.15,607.58,4707,28.6,419,3751,79.69
SUNCLAYLTD, EQ, 12-Feb-2021,3775.6,3715,3800,3711,3721,3768.75,3762.6,2926,110.09,507,1680,57.42
SUNDARAM, EQ, 12-Feb-2021,1.4,1.45,1.45,1.4,1.45,1.45,1.44,314761,4.53,190,244758,77.76
SUNDARMFIN, EQ, 12-Feb-2021,2162.4,2164,2174.5,2105.6,2135,2132.15,2143.86,25203,540.32,4038,12472,49.49
SUNDARMHLD, EQ, 12-Feb-2021,77.55,77,79.4,76.6,77.05,77.2,78.1,180781,141.18,1155,120994,66.93
SUNDRMBRAK, EQ, 12-Feb-2021,363.75,360,367.05,352,352,354.75,360.36,4552,16.4,333,2464,54.13
SUNDRMFAST, EQ, 12-Feb-2021,618.45,619.95,626,613.55,623,622.4,620.5,75650,469.41,4118,43608,57.64
SUNFLAG, EQ, 12-Feb-2021,63.55,62.5,64.4,61.55,62.8,63,62.85,597454,375.5,3642,230591,38.6
SUNPHARMA, EQ, 12-Feb-2021,643.65,654.4,654.4,622.35,628.5,627.15,633.45,15471776,98006.05,198400,2873251,18.57
SUNTECK, EQ, 12-Feb-2021,381.05,382.55,389,370,374,380.35,383.08,289194,1107.84,10420,87731,30.34
SUNTV, EQ, 12-Feb-2021,516.8,524.8,529,508.3,514,511.85,516.4,4550068,23496.43,60748,996987,21.91
SUPERHOUSE, EQ, 12-Feb-2021,124.9,125.95,131.25,124.85,127.1,127.4,128.85,42651,54.96,926,17900,41.97
SUPERSPIN, EQ, 12-Feb-2021,4.6,4.65,4.75,4.4,4.6,4.6,4.53,180497,8.17,181,60346,33.43
SUPPETRO, EQ, 12-Feb-2021,379.95,377.1,395.1,377.1,382.5,382.6,387.65,88340,342.45,2840,49181,55.67
SUPRAJIT, EQ, 12-Feb-2021,256.75,264.95,264.95,252.6,254,254.8,260.68,483215,1259.65,14649,177608,36.76
SUPREMEENG, EQ, 12-Feb-2021,24.9,24.8,26.1,24,24.45,24.6,24.95,80739,20.14,286,46033,57.01
SUPREMEIND, EQ, 12-Feb-2021,1898.8,1881.2,1945.05,1881.2,1940,1932.7,1925.3,77062,1483.67,11998,38204,49.58
SURANASOL, BE, 12-Feb-2021,8.95,9.35,9.35,8.55,8.85,8.85,8.75,42414,3.71,184, -, -
SURANAT&P, EQ, 12-Feb-2021,4.8,4.8,5,4.7,4.85,4.8,4.8,33625,1.61,131,24878,73.99
SURYALAXMI, EQ, 12-Feb-2021,28.85,30.1,30.1,28.55,29.7,29.6,29.49,4180,1.23,112,3031,72.51
SURYAROSNI, EQ, 12-Feb-2021,349.25,351.95,354.5,340.85,346.5,345.75,348.15,119737,416.86,4035,68009,56.8
SUTLEJTEX, EQ, 12-Feb-2021,39.9,39.9,42.25,39.8,42,41.85,41.44,199336,82.6,1570,150325,75.41
SUULD, BE, 12-Feb-2021,194.05,203.75,203.75,203.75,203.75,203.75,203.75,21384,43.57,63, -, -
SUVEN, EQ, 12-Feb-2021,81.2,81.8,82,78.8,78.85,79.1,80,454480,363.59,3480,283871,62.46
SUVENPHAR, EQ, 12-Feb-2021,491.85,502,502,476,486.8,490.35,483.4,657264,3177.19,20349,320147,48.71
SUZLON, EQ, 12-Feb-2021,6.25,6.25,6.3,6.05,6.1,6.1,6.14,12035939,739.34,14181,8158184,67.78
SWANENERGY, EQ, 12-Feb-2021,145.55,145.55,149.95,141.6,147.95,148.2,146.29,266506,389.88,4670,90575,33.99
SWARAJENG, EQ, 12-Feb-2021,1269.25,1275,1297.9,1275,1277,1279.35,1283.15,17057,218.87,1838,10527,61.72
SWELECTES, EQ, 12-Feb-2021,201.95,204,212.3,195,196.65,196.4,200.62,10294,20.65,345,7311,71.02
SWSOLAR, EQ, 12-Feb-2021,239.15,240.4,256,240.4,254.8,253.9,251.58,1320670,3322.48,10224,923615,69.94
SYMPHONY, EQ, 12-Feb-2021,1063.75,1065,1081,1058.8,1070,1065.3,1067.76,63001,672.7,4160,29035,46.09
SYNCOM, BZ, 12-Feb-2021,2.7,2.6,2.8,2.6,2.8,2.8,2.77,295476,8.18,324, -, -
SYNGENE, EQ, 12-Feb-2021,584.4,585,589.35,578.4,581.95,582.15,581.91,396039,2304.58,31992,249961,63.12
TAINWALCHM, EQ, 12-Feb-2021,73.85,75.8,75.8,72.15,72.7,73.2,73.43,5007,3.68,134,3130,62.51
TAJGVK, EQ, 12-Feb-2021,132.65,133.35,134.2,132,132.35,132.45,132.99,93043,123.74,1304,42284,45.45
TAKE, EQ, 12-Feb-2021,61.4,59.75,60.65,57.3,57.95,57.7,58.62,2685215,1574.14,12746,1476886,55
TALBROAUTO, EQ, 12-Feb-2021,185.8,189,206.95,186.7,201,199.1,199.73,410833,820.54,7866,114525,27.88
TANLA, EQ, 12-Feb-2021,704.65,730,739.85,720,739.85,739.85,735.4,413002,3037.23,7418,247562,59.94
TARACHAND, SM, 12-Feb-2021,29,29.9,32,29.9,32,30.95,30.95,4000,1.24,2,4000,100
TARC, EQ, 12-Feb-2021,25.85,26.1,29.9,25.9,29.5,29.3,28,2075053,581.08,6442,1420740,68.47
TARMAT, EQ, 12-Feb-2021,53.15,54.8,55.45,51.05,52.3,51.7,52.76,34100,17.99,401,20620,60.47
TASTYBITE, EQ, 12-Feb-2021,13811.05,13200,14419,13000,14210,14022.85,14031.08,8477,1189.41,3063,3481,41.06
TATACAPHSG, N2, 12-Feb-2021,1035,1035,1035,1035,1035,1035,1035,154,1.59,1,154,100
TATACAPHSG, NA, 12-Feb-2021,1065,1100,1100,1068.9,1068.9,1068.9,1071.95,510,5.47,4,510,100
TATACHEM, EQ, 12-Feb-2021,563.1,566,569.4,554.25,561,560.95,562.54,2989444,16816.87,37944,402750,13.47
TATACOFFEE, EQ, 12-Feb-2021,108.35,108.75,111.45,108.15,110.3,110.25,110.01,809173,890.14,6724,272701,33.7
TATACOMM, EQ, 12-Feb-2021,1029.1,1037.7,1037.7,1000,1010,1014.35,1022.05,62354,637.29,4541,33672,54
TATACONSUM, EQ, 12-Feb-2021,610.35,616.2,616.2,603.5,607,607.5,607.93,3621853,22018.23,45177,1449877,40.03
TATAELXSI, EQ, 12-Feb-2021,2835,2850,2878,2806,2839.9,2836.8,2850.13,340690,9710.12,26961,56867,16.69
TATAINVEST, EQ, 12-Feb-2021,1087.2,1087.2,1105.45,1075,1079.75,1078.15,1089.65,19715,214.82,1857,8066,40.91
TATAMETALI, EQ, 12-Feb-2021,780.6,784,784.7,756,769.95,767.85,772.16,124286,959.69,6655,38440,30.93
TATAMOTORS, EQ, 12-Feb-2021,325,326.4,330.5,321.25,324.55,325.4,326.36,64093642,209174.5,344490,4621930,7.21
TATAMTRDVR, EQ, 12-Feb-2021,133.15,132.8,134.95,131,131.9,131.7,132.76,4264376,5661.48,22297,1466028,34.38
TATAPOWER, EQ, 12-Feb-2021,87.8,88,88.5,86,87.3,87.3,87.31,18854969,16462.22,56341,4031889,21.38
TATASTEEL, EQ, 12-Feb-2021,694.7,695,697.9,678.5,679.8,680.5,687.24,14705479,101062.14,173303,1936849,13.17
TATASTLBSL, EQ, 12-Feb-2021,44.05,44.05,44.05,42.8,42.9,42.95,43.34,4334338,1878.41,6375,1344455,31.02
TATASTLLP, EQ, 12-Feb-2021,655.05,659,665.9,651,657.05,657,659.16,82994,547.06,3171,42833,51.61
TATASTLPP, E1, 12-Feb-2021,227.05,225.25,232.1,215,217.15,217,220.65,3119939,6884.14,28425,2096818,67.21
TBZ, EQ, 12-Feb-2021,81.8,81.5,83.2,79.8,81,80.75,81.74,512766,419.14,6059,132354,25.81
TCFSL, NB, 12-Feb-2021,1040.89,1041.05,1042,1040,1040,1040.08,1041.03,1352,14.07,44,1132,83.73
TCFSL, ND, 12-Feb-2021,1083,1080.5,1084,1080.2,1081.5,1081.36,1081.77,673,7.28,22,656,97.47
TCFSL, NF, 12-Feb-2021,1140.46,1141,1141,1140.33,1140.33,1140.34,1140.47,804,9.17,13,804,100
TCFSL, NH, 12-Feb-2021,1055,1054.1,1056,1050,1056,1055.71,1053,1020,10.74,25,970,95.1
TCFSL, NL, 12-Feb-2021,1111.1,1112,1119,1111,1119,1115.88,1113.73,661,7.36,18,350,52.95
TCFSL, NN, 12-Feb-2021,1145,1136,1136,1130,1135,1135,1135.24,74,0.84,4,74,100
TCI, EQ, 12-Feb-2021,241.25,242.5,251.5,242.5,249.1,249.9,248.09,60695,150.58,3530,28534,47.01
TCIDEVELOP, EQ, 12-Feb-2021,312,319.5,319.8,307.5,311,311,312.46,1051,3.28,585,125,11.89
TCIEXP, EQ, 12-Feb-2021,979.6,990,996,960.5,966.8,963.65,981.71,19294,189.41,2376,7374,38.22
TCIFINANCE, EQ, 12-Feb-2021,6.5,6.25,6.5,6.2,6.2,6.2,6.32,46259,2.92,88,41756,90.27
TCNSBRANDS, EQ, 12-Feb-2021,401.15,398,409.5,398,405.2,404.65,404.18,28939,116.97,1508,16974,58.65
TCPLPACK, EQ, 12-Feb-2021,380.4,383.5,391.45,378.85,385,384.75,383.99,3850,14.78,129,2056,53.4
TCS, EQ, 12-Feb-2021,3206,3184.2,3245.5,3182,3188.25,3190.8,3214.96,2777404,89292.54,113414,872187,31.4
TDPOWERSYS, EQ, 12-Feb-2021,157.75,159.2,160.8,155.45,158.5,157.7,158.72,84534,134.17,1201,60117,71.12
TEAMLEASE, EQ, 12-Feb-2021,3381.6,3399,3404,3130.05,3150,3200.55,3279.32,16857,552.8,3238,11115,65.94
TECHM, EQ, 12-Feb-2021,985.6,990,1009,986.25,989,991.2,997.15,5863879,58471.89,121883,1756068,29.95
TECHNOE, EQ, 12-Feb-2021,276,278.9,284.65,268.55,272.5,271.95,276.8,106160,293.85,4323,28441,26.79
TEJASNET, EQ, 12-Feb-2021,171.9,173.8,173.85,165.5,171,170.5,170.71,411040,701.7,9052,194546,47.33
TEMBO, SM, 12-Feb-2021,220.05,253.9,260.8,197,200.5,205.35,207.07,184000,381.01,72,118000,64.13
TERASOFT, EQ, 12-Feb-2021,46.9,47.5,48.5,46.5,46.85,46.75,47.12,38443,18.12,505,21652,56.32
TEXINFRA, EQ, 12-Feb-2021,70.2,70.5,73.8,69.7,71.9,71.9,72,323756,233.11,1690,188498,58.22
TEXMOPIPES, EQ, 12-Feb-2021,29,29.35,29.55,28.65,29,28.9,29.05,269285,78.22,1108,168213,62.47
TEXRAIL, EQ, 12-Feb-2021,29.95,30.05,30.25,29.7,29.9,29.9,29.93,339815,101.7,1307,199021,58.57
TFCILTD, EQ, 12-Feb-2021,54.8,59.8,59.8,56.15,56.8,57,57.37,2651040,1520.88,12929,1110860,41.9
TGBHOTELS, EQ, 12-Feb-2021,5.25,5.4,5.4,5,5,5,5.06,47719,2.41,103,32388,67.87
THANGAMAYL, EQ, 12-Feb-2021,622.55,629.9,629.9,616,617.55,618.55,619.74,11977,74.23,946,6022,50.28
THEINVEST, EQ, 12-Feb-2021,108.95,107.5,110.75,104,110,107.25,105.8,2477,2.62,123,1687,68.11
THEJO, SM, 12-Feb-2021,1330.2,1170,1330,1170,1330,1330,1275.45,400,5.1,4,300,75
THEMISMED, EQ, 12-Feb-2021,337.75,342.45,360.25,330,354,355,352.94,71756,253.25,1120,48509,67.6
THERMAX, EQ, 12-Feb-2021,1150.2,1145.15,1162,1135,1140,1140.6,1144.8,19437,222.52,2103,8066,41.5
THIRUSUGAR, BZ, 12-Feb-2021,5.7,5.45,5.9,5.45,5.5,5.5,5.8,1450,0.08,11, -, -
THOMASCOOK, EQ, 12-Feb-2021,47,48.5,49.6,46.35,47.4,47.4,47.86,1167085,558.52,5279,480381,41.16
THYROCARE, EQ, 12-Feb-2021,909.2,908,918,895,898,900.05,907.2,45831,415.78,3596,22640,49.4
TI, EQ, 12-Feb-2021,27.05,27.5,28.05,27.5,27.55,27.55,27.79,133741,37.16,481,91663,68.54
TIDEWATER, EQ, 12-Feb-2021,4458.15,4481,4549,4461.05,4470,4483.85,4493.05,3537,158.92,816,1815,51.31
TIIL, EQ, 12-Feb-2021,397,393,399.4,379.15,381,380.85,386.64,77554,299.85,1845,47747,61.57
TIINDIA, EQ, 12-Feb-2021,945.55,962,979.8,922.2,956.5,949.2,948.17,143769,1363.17,7339,51050,35.51
TIJARIA, BE, 12-Feb-2021,7.7,7.55,7.7,7.35,7.35,7.35,7.38,427,0.03,11, -, -
TIL, EQ, 12-Feb-2021,179.1,182.45,185.5,174.4,177.5,176.25,178.38,11436,20.4,304,6442,56.33
TIMESGTY, EQ, 12-Feb-2021,24.65,24.2,26.25,24,26,25.9,25.32,1586,0.4,125,1124,70.87
TIMETECHNO, EQ, 12-Feb-2021,56.4,56.85,57.65,53.15,54.55,54.8,55.9,622983,348.25,5136,264724,42.49
TIMKEN, EQ, 12-Feb-2021,1385.5,1398,1450,1382.25,1441.15,1434.75,1426.36,79139,1128.81,4694,40624,51.33
TINPLATE, EQ, 12-Feb-2021,174.55,175.4,177.9,173,173.9,174.5,175.69,514055,903.14,8859,134162,26.1
TIPSINDLTD, BE, 12-Feb-2021,421.25,432.8,442.3,402.05,411,409.35,425.05,26740,113.66,410, -, -
TIRUMALCHM, EQ, 12-Feb-2021,98.7,99.5,101.3,98.1,99.1,99.05,99.59,1277912,1272.65,9412,444813,34.81
TIRUPATI, SM, 12-Feb-2021,46.95,46.2,46.3,46.2,46.3,46.3,46.25,42000,19.43,2,42000,100
TIRUPATIFL, BE, 12-Feb-2021,24.8,25,26,25,26,26,25.5,402,0.1,6, -, -
TITAN, EQ, 12-Feb-2021,1524.7,1536.7,1536.7,1491,1495,1494.2,1510.01,3284441,49595.44,82509,1369447,41.69
TMRVL, EQ, 12-Feb-2021,11.95,12.05,12.05,11.75,11.8,11.85,11.83,35834,4.24,388,25241,70.44
TNPETRO, EQ, 12-Feb-2021,42.35,42.95,44.2,42.4,42.8,42.75,43.27,591118,255.77,2961,306460,51.84
TNPL, EQ, 12-Feb-2021,126.55,121.9,124.85,120.1,123.65,123.15,122.69,353469,433.68,3623,203708,57.63
TNTELE, BE, 12-Feb-2021,6.95,7.25,7.25,7.25,7.25,7.25,7.25,923,0.07,6, -, -
TOKYOPLAST, EQ, 12-Feb-2021,70.6,71.5,71.5,68.05,70,70.25,69.72,8175,5.7,240,5365,65.63
TORNTPHARM, EQ, 12-Feb-2021,2608.75,2617,2635,2595,2595.25,2601.85,2612.31,431785,11279.58,19710,160657,37.21
TORNTPOWER, EQ, 12-Feb-2021,333.9,333,337,325.7,328.9,329.35,331.05,1227410,4063.38,11898,453733,36.97
TOTAL, EQ, 12-Feb-2021,63.8,64.2,66.35,61.45,64,63,63.81,56412,36,567,36671,65.01
TOUCHWOOD, BE, 12-Feb-2021,91.2,94,94,91,94,92.35,92.01,2632,2.42,19, -, -
TPLPLASTEH, EQ, 12-Feb-2021,151.55,155.85,155.9,150.1,151,151.05,152.66,974,1.49,82,546,56.06
TREEHOUSE, EQ, 12-Feb-2021,7.55,7.55,7.55,7.3,7.55,7.4,7.41,19730,1.46,65,17260,87.48
TREJHARA, EQ, 12-Feb-2021,34.3,36,36,36,36,36,36,6945,2.5,39,6945,100
TRENT, EQ, 12-Feb-2021,693.55,689,694.95,681.5,682,685.65,687.79,168139,1156.44,8257,68953,41.01
TRF, EQ, 12-Feb-2021,103.35,103.35,105.8,102,104,104.45,104.2,22901,23.86,638,16064,70.15
TRIDENT, EQ, 12-Feb-2021,13.95,14,14.5,14,14.1,14.1,14.22,14002247,1990.6,18618,6733987,48.09
TRIGYN, EQ, 12-Feb-2021,73.95,74.5,80.9,74.05,77,77.15,78.42,171802,134.73,1839,83682,48.71
TRIL, EQ, 12-Feb-2021,17.25,17.05,18.8,17.05,17.7,17.8,18.16,295200,53.6,1032,167416,56.71
TRITURBINE, EQ, 12-Feb-2021,101.6,102,102,97.5,99,98.7,99.54,212517,211.55,2026,120130,56.53
TRIVENI, EQ, 12-Feb-2021,71.7,72,72.7,71,71.35,71.35,71.7,376801,270.16,2194,236814,62.85
TTKHLTCARE, EQ, 12-Feb-2021,582.35,587.8,588.95,573,573,574.1,579.48,2563,14.85,302,1239,48.34
TTKPRESTIG, EQ, 12-Feb-2021,7237.8,7237,7499.45,6905,7312,7389.85,7362.26,104641,7703.94,18362,21520,20.57
TTL, EQ, 12-Feb-2021,49.15,49.05,49.95,47.5,47.5,47.75,48.39,8619,4.17,248,6573,76.26
TTML, BE, 12-Feb-2021,17.85,17,17,17,17,17,17,426411,72.49,2161, -, -
TV18BRDCST, EQ, 12-Feb-2021,29.95,29.9,30.3,29.85,30.1,30,30.05,4161705,1250.62,4614,2222643,53.41
TVSELECT, EQ, 12-Feb-2021,132.25,132.25,134.65,127.4,128,128.1,130.1,152141,197.94,3098,85058,55.91
TVSMOTOR, EQ, 12-Feb-2021,638.85,636,649.6,632.7,642.5,636.45,642.03,2704746,17365.22,39738,173972,6.43
TVSSRICHAK, EQ, 12-Feb-2021,2108.4,2110,2134,2055,2065,2069.7,2093.2,18679,390.99,2561,9706,51.96
TVTODAY, EQ, 12-Feb-2021,276.9,283.9,284,260,260.35,262.75,272.98,666123,1818.39,15385,195898,29.41
TVVISION, EQ, 12-Feb-2021,1.75,1.7,1.8,1.7,1.8,1.8,1.72,12535,0.22,13,10050,80.18
TWL, EQ, 12-Feb-2021,51.25,51.7,51.75,50.25,50.4,50.45,50.89,684171,348.14,6786,138426,20.23
UBL, EQ, 12-Feb-2021,1265.15,1265,1266.85,1244.1,1251.25,1253.3,1252.16,316099,3958.05,9642,98304,31.1
UCALFUEL, EQ, 12-Feb-2021,127.75,128.05,136.6,127.8,133,132.65,134.22,182306,244.7,3239,55640,30.52
UCOBANK, EQ, 12-Feb-2021,12.95,13,13,12.85,12.9,12.9,12.93,1522431,196.77,10411,639313,41.99
UFLEX, EQ, 12-Feb-2021,363.05,364.8,364.8,352,353.5,353.45,356.75,431891,1540.77,6975,201871,46.74
UFO, EQ, 12-Feb-2021,84.85,85.25,85.3,82.5,84.1,83.45,84.09,75263,63.29,1156,46539,61.84
UGARSUGAR, EQ, 12-Feb-2021,15.8,15.7,16.05,15.6,15.75,15.65,15.77,101635,16.03,430,60174,59.21
UJAAS, BE, 12-Feb-2021,3,3.05,3.15,2.95,3.1,3,3.04,926992,28.2,865, -, -
UJJIVAN, EQ, 12-Feb-2021,244,243.85,246,240.3,243,243.5,243.77,628547,1532.23,12803,215932,34.35
UJJIVANSFB, EQ, 12-Feb-2021,35.25,35.5,36.2,35.2,35.25,35.35,35.64,1966752,701,6685,872907,44.38
ULTRACEMCO, EQ, 12-Feb-2021,6427.15,6439.9,6480,6366.95,6404,6397.25,6417.42,408867,26238.7,39094,79099,19.35
UMANGDAIRY, EQ, 12-Feb-2021,60.25,60,61.25,59.2,59.75,59.75,59.95,19406,11.63,360,13565,69.9
UMESLTD, BE, 12-Feb-2021,6,5.7,5.7,5.7,5.7,5.7,5.7,3172,0.18,38, -, -
UNICHEMLAB, EQ, 12-Feb-2021,307.15,309.95,314,302.2,310.5,309.65,307.01,53312,163.67,2648,26688,50.06
UNIDT, EQ, 12-Feb-2021,274.25,277.45,277.45,267,271,268.35,271.21,14503,39.33,295,4630,31.92
UNIENTER, EQ, 12-Feb-2021,81.85,83.05,83.05,79.2,79.2,79.8,81.32,23691,19.27,177,21016,88.71
UNIONBANK, EQ, 12-Feb-2021,33.35,33.6,33.65,33.1,33.15,33.2,33.34,5970660,1990.91,10402,1279087,21.42
UNITECH, BZ, 12-Feb-2021,1.85,1.85,1.85,1.8,1.85,1.8,1.81,1016191,18.37,512, -, -
UNITEDTEA, EQ, 12-Feb-2021,306.1,308,316.4,307.05,313.5,311.35,311.85,1406,4.38,84,1157,82.29
UNITY, BZ, 12-Feb-2021,0.95,1,1,0.95,1,1,0.96,13470,0.13,24, -, -
UNIVASTU, BE, 12-Feb-2021,30.65,31,31,30,30.65,30.55,30.42,4180,1.27,59, -, -
UNIVCABLES, EQ, 12-Feb-2021,138.2,139.45,140.5,137.55,137.55,138.65,138.95,29643,41.19,413,17203,58.03
UNIVPHOTO, EQ, 12-Feb-2021,193.95,198,199.75,192.55,196.65,194.9,195.2,3968,7.75,193,2307,58.14
UPL, EQ, 12-Feb-2021,543.55,545.8,547.3,531.5,536,535.8,537.88,3043562,16370.82,49098,575588,18.91
URAVI, SM, 12-Feb-2021,140,145,145,145,145,145,145,1200,1.74,1,1200,100
URJA, BE, 12-Feb-2021,7.8,8.15,8.15,7.65,7.85,7.8,7.95,3785727,301.13,8489, -, -
USHAMART, EQ, 12-Feb-2021,31,31.25,31.45,30,30.35,30.1,30.48,708980,216.1,2057,499968,70.52
UTIAMC, EQ, 12-Feb-2021,560,560,570.25,560,565,565.15,565.53,190627,1078.05,6486,110533,57.98
UTIBANKETF, EQ, 12-Feb-2021,357.86,362.51,363.54,354.46,361.6,361.2,359.35,3547,12.75,70,3373,95.09
UTINEXT50, EQ, 12-Feb-2021,356.99,357,359,353,355,355,358.36,2239,8.02,36,2231,99.64
UTINIFTETF, EQ, 12-Feb-2021,1613.79,1581.55,1630.4,1581.55,1620.71,1617.85,1622.74,276,4.48,55,209,75.72
UTISENSETF, EQ, 12-Feb-2021,549.04,551,553.76,548.04,548.04,548.37,551.55,390,2.15,74,355,91.03
UTISXN50, EQ, 12-Feb-2021,397.41,395.01,409.96,395,397.07,397.07,403.65,142,0.57,10,107,75.35
UTTAMSTL, BE, 12-Feb-2021,7.45,7.8,7.8,7.1,7.7,7.6,7.58,98078,7.44,200, -, -
UTTAMSUGAR, EQ, 12-Feb-2021,93.4,93.1,94.15,91.45,91.75,91.8,92.5,35466,32.81,506,25230,71.14
UWCSL, SM, 12-Feb-2021,29.3,30.3,30.75,30.3,30.45,30.45,30.48,16000,4.88,4,16000,100
V2RETAIL, EQ, 12-Feb-2021,144.4,144.4,147.15,140.2,142.7,143.95,143.92,71622,103.08,832,50286,70.21
VADILALIND, EQ, 12-Feb-2021,801.05,794,823,794,823,818.95,810.11,11935,96.69,1048,3811,31.93
VAIBHAVGBL, EQ, 12-Feb-2021,2844.9,2855,2895,2816,2832,2858.15,2866.74,26735,766.42,6247,15846,59.27
VAISHALI, BE, 12-Feb-2021,40.5,40.5,41,39.3,40,40.05,40.13,24990,10.03,259, -, -
VAKRANGEE, EQ, 12-Feb-2021,52.8,54,55.4,53.5,55.4,55.4,55.01,5046926,2776.31,8271,3215012,63.7
VALIANTORG, EQ, 12-Feb-2021,1366.15,1373,1412.05,1350,1354,1354.25,1379.92,35224,486.06,4429,20389,57.88
VARDHACRLC, EQ, 12-Feb-2021,37.1,37.45,37.5,36.6,37.25,37.2,37.16,24898,9.25,141,18059,72.53
VARDMNPOLY, EQ, 12-Feb-2021,13.9,13.8,13.95,13.6,13.85,13.75,13.78,5715,0.79,52,5162,90.32
VARROC, EQ, 12-Feb-2021,406.1,406.35,413.25,390.15,395,394.55,401.73,150565,604.86,6954,83776,55.64
VASA, SM, 12-Feb-2021,6.55,6.25,6.25,6.25,6.25,6.25,6.25,12000,0.75,1,12000,100
VASCONEQ, EQ, 12-Feb-2021,17.85,18.3,18.3,17.15,17.2,17.25,17.59,191895,33.75,602,133930,69.79
VASWANI, EQ, 12-Feb-2021,7.6,8.05,8.35,7.75,8.35,8.35,8.21,61545,5.05,219,57255,93.03
VBL, EQ, 12-Feb-2021,904.45,908,921.9,905,911.35,912.65,912.23,151122,1378.58,7775,74492,49.29
VEDL, EQ, 12-Feb-2021,187.45,187,187.4,180.95,181.8,182.35,184.02,9635055,17729.99,44299,2750974,28.55
VENKEYS, EQ, 12-Feb-2021,1644,1649,1659.5,1621.35,1625.05,1629.8,1640.89,47774,783.92,3691,15837,33.15
VENUSREM, EQ, 12-Feb-2021,180.5,177.7,182,176.75,180.5,178.85,179.39,36676,65.79,718,17027,46.43
VERTOZ, EQ, 12-Feb-2021,255.35,261,267,260.5,261.85,261.65,263.54,266150,701.41,3604,110399,41.48
VESUVIUS, EQ, 12-Feb-2021,1049.1,1053.9,1053.9,1031,1031,1032,1039.58,7033,73.11,536,4004,56.93
VETO, EQ, 12-Feb-2021,113.45,114.7,119,111,111,113.5,114.37,197901,226.35,1031,139863,70.67
VGUARD, EQ, 12-Feb-2021,229.65,229.7,232.3,223.25,225.45,225,227.29,500219,1136.95,8484,209039,41.79
VHL, EQ, 12-Feb-2021,1357.6,1354.85,1357.6,1335,1348.7,1349.65,1348.37,387,5.22,45,225,58.14
VICEROY, BE, 12-Feb-2021,2.75,2.8,2.8,2.65,2.75,2.75,2.71,45650,1.24,51, -, -
VIDEOIND, BZ, 12-Feb-2021,5.6,5.85,5.85,5.7,5.85,5.85,5.84,212638,12.43,217, -, -
VIDHIING, EQ, 12-Feb-2021,140.35,143.5,144.75,137,137.95,138.75,141.04,281186,396.58,3061,202965,72.18
VIJIFIN, EQ, 12-Feb-2021,0.7,0.7,0.75,0.65,0.75,0.75,0.72,346998,2.49,208,188741,54.39
VIKASECO, EQ, 12-Feb-2021,2.65,2.7,2.75,2.55,2.55,2.55,2.59,4792251,124.22,2889,2836630,59.19
VIKASMCORP, EQ, 12-Feb-2021,3.7,3.75,3.8,3.65,3.75,3.75,3.76,12915746,485.39,8665,6811599,52.74
VIKASPROP, EQ, 12-Feb-2021,2.6,2.6,2.7,2.55,2.7,2.7,2.63,2490518,65.41,6782,1454586,58.4
VIKASWSP, EQ, 12-Feb-2021,3.85,3.9,4,3.85,4,4,3.94,502186,19.76,294,366257,72.93
VIMTALABS, EQ, 12-Feb-2021,174.8,175,176,170,172,171.65,172.4,23013,39.67,1210,9894,42.99
VINATIORGA, EQ, 12-Feb-2021,1439.4,1446.8,1498,1402,1482.95,1480.5,1462.02,396967,5803.75,22814,128904,32.47
